L,a_x,a_y,alfa,omega,theta,time,v_x,v_x_noisy,v_y,v_y_noisy,x,y,||a||,||v||
10.068584,4.937395,-5.049548,0.701417,0.041548,-0.796628,3.360000,0.292463,0.276414,-0.299106,-0.302632,-7.199063,-7.039168,7.062280,0.418328
10.068613,4.937500,-5.045460,0.701132,0.048562,-0.796212,3.370000,0.341983,0.327451,-0.349460,-0.349454,-7.196158,-7.042178,7.059431,0.488953
10.068647,4.937618,-5.040681,0.700799,0.055573,-0.795727,3.380000,0.391553,0.383193,-0.399726,-0.377460,-7.192762,-7.045696,7.056099,0.559549
10.068686,4.937747,-5.035213,0.700418,0.062581,-0.795171,3.390000,0.441181,0.430118,-0.449890,-0.435030,-7.188873,-7.049719,7.052284,0.630112
10.068730,4.937886,-5.029054,0.699988,0.069586,-0.794545,3.400000,0.490874,0.474414,-0.499937,-0.519519,-7.184491,-7.054248,7.047986,0.700638
10.068778,4.938030,-5.022206,0.699509,0.076585,-0.793849,3.410000,0.540638,0.564494,-0.549854,-0.628899,-7.179615,-7.059279,7.043202,0.771122
10.068832,4.938179,-5.014669,0.698982,0.083581,-0.793083,3.420000,0.590481,0.559398,-0.599627,-0.546368,-7.174245,-7.064813,7.037934,0.841558
10.068890,4.938327,-5.006444,0.698407,0.090570,-0.792248,3.430000,0.640409,0.644726,-0.649243,-0.675749,-7.168379,-7.070848,7.032180,0.911943
10.068954,4.938473,-4.997530,0.697782,0.097554,-0.791342,3.440000,0.690430,0.733976,-0.698686,-0.684377,-7.162017,-7.077382,7.025939,0.982271
10.069022,4.938611,-4.987928,0.697109,0.104532,-0.790366,3.450000,0.740550,0.721241,-0.747945,-0.781197,-7.155158,-7.084414,7.019210,1.052537
10.069095,4.938739,-4.977639,0.696388,0.111503,-0.789321,3.460000,0.790775,0.800416,-0.797004,-0.774665,-7.147800,-7.091940,7.011992,1.122738
10.069172,4.938851,-4.966663,0.695617,0.118467,-0.788206,3.470000,0.841113,0.820134,-0.845849,-0.827277,-7.139943,-7.099961,7.004284,1.192867
10.069254,4.938943,-4.955002,0.694797,0.125423,-0.787021,3.480000,0.891569,0.905769,-0.894467,-0.882876,-7.131585,-7.108472,6.996085,1.262920
10.069342,4.939011,-4.942655,0.693928,0.132371,-0.785767,3.490000,0.942149,0.932433,-0.942845,-0.927114,-7.122725,-7.117473,6.987394,1.332892
10.069433,4.939048,-4.929625,0.693009,0.139311,-0.784443,3.500000,0.992861,1.047677,-0.990967,-0.993505,-7.113362,-7.126960,6.978209,1.402779
10.069530,4.939050,-4.915911,0.692041,0.146241,-0.783050,3.510000,1.043710,1.052601,-1.038820,-1.040578,-7.103495,-7.136931,6.968529,1.472575
10.069631,4.939011,-4.901514,0.691024,0.153161,-0.781588,3.520000,1.094701,1.124370,-1.086390,-1.137370,-7.093122,-7.147384,6.958352,1.542276
10.069737,4.938924,-4.886436,0.689956,0.160071,-0.780056,3.530000,1.145841,1.069948,-1.133664,-1.226662,-7.082241,-7.158314,6.947678,1.611876
10.069847,4.938784,-4.870678,0.688839,0.166971,-0.778455,3.540000,1.197135,1.154137,-1.180626,-1.028196,-7.070851,-7.169721,6.936504,1.681372
10.069962,4.938584,-4.854242,0.687672,0.173859,-0.776786,3.550000,1.248588,1.211885,-1.227264,-1.282400,-7.058950,-7.181599,6.924830,1.750757
10.070081,4.938317,-4.837127,0.686455,0.180736,-0.775047,3.560000,1.300205,1.132026,-1.273563,-1.213778,-7.046537,-7.193946,6.912653,1.820027
10.070205,4.937975,-4.819336,0.685187,0.187601,-0.773240,3.570000,1.351992,1.491903,-1.319509,-1.288438,-7.033610,-7.206758,6.899971,1.889176
10.070334,4.937553,-4.800871,0.683868,0.194452,-0.771364,3.580000,1.403953,1.537393,-1.365089,-1.413316,-7.020167,-7.220033,6.886784,1.958201
10.070467,4.937042,-4.781733,0.682500,0.201291,-0.769419,3.590000,1.456093,1.361518,-1.410287,-1.473680,-7.006207,-7.233766,6.873089,2.027096
10.070604,4.936434,-4.761924,0.681080,0.208116,-0.767406,3.600000,1.508416,1.456028,-1.455091,-1.396554,-6.991727,-7.247953,6.858884,2.095855
10.070746,4.935721,-4.741445,0.679609,0.214927,-0.765325,3.610000,1.560926,1.545953,-1.499486,-1.627265,-6.976726,-7.262590,6.844168,2.164474
10.070891,4.934894,-4.720299,0.678087,0.221723,-0.763176,3.620000,1.613628,1.602631,-1.543459,-1.561304,-6.961201,-7.277673,6.828939,2.232948
10.071042,4.933946,-4.698487,0.676513,0.228504,-0.760959,3.630000,1.666524,1.643242,-1.586994,-1.743351,-6.945152,-7.293199,6.813194,2.301272
10.071196,4.932867,-4.676013,0.674888,0.235269,-0.758674,3.640000,1.719619,1.828371,-1.630079,-1.632045,-6.928574,-7.309162,6.796931,2.369440
10.071355,4.931648,-4.652878,0.673211,0.242018,-0.756321,3.650000,1.772916,1.895233,-1.672699,-1.628557,-6.911468,-7.325558,6.780150,2.437448
10.071517,4.930281,-4.629086,0.671482,0.248750,-0.753901,3.660000,1.826418,2.019851,-1.714840,-1.654193,-6.893830,-7.342382,6.762847,2.505290
10.071684,4.928754,-4.604638,0.669701,0.255465,-0.751413,3.670000,1.880126,1.797772,-1.756489,-1.838201,-6.875658,-7.359629,6.745021,2.572961
10.071855,4.927059,-4.579538,0.667868,0.262162,-0.748859,3.680000,1.934045,1.984292,-1.797631,-1.745752,-6.856951,-7.377295,6.726669,2.640456
10.072030,4.925185,-4.553788,0.665982,0.268841,-0.746237,3.690000,1.988176,2.099002,-1.838252,-1.799965,-6.837706,-7.395375,6.707789,2.707770
10.072209,4.923123,-4.527392,0.664043,0.275500,-0.743549,3.700000,2.042522,2.094419,-1.878339,-1.842501,-6.817920,-7.413862,6.688380,2.774897
10.072391,4.920862,-4.500354,0.662051,0.282141,-0.740794,3.710000,2.097082,2.044461,-1.917878,-2.063696,-6.797592,-7.432752,6.668438,2.841832
10.072578,4.918391,-4.472676,0.660006,0.288761,-0.737972,3.720000,2.151860,1.967704,-1.956854,-1.839951,-6.776720,-7.452039,6.647962,2.908570
10.072768,4.915700,-4.444363,0.657908,0.295361,-0.735085,3.730000,2.206857,2.265794,-1.995255,-1.946498,-6.755301,-7.471718,6.626950,2.975106
10.072962,4.912776,-4.415419,0.655755,0.301940,-0.732131,3.740000,2.262072,2.252741,-2.033065,-2.080040,-6.733332,-7.491782,6.605399,3.041434
10.073160,4.909611,-4.385848,0.653549,0.308498,-0.729112,3.750000,2.317506,2.247493,-2.070272,-2.236001,-6.710813,-7.512226,6.583307,3.107549
10.073361,4.906191,-4.355653,0.651289,0.315033,-0.726027,3.760000,2.373161,2.386835,-2.106862,-2.109436,-6.687739,-7.533043,6.560672,3.173446
10.073566,4.902505,-4.324841,0.648975,0.321546,-0.722876,3.770000,2.429035,2.293462,-2.142820,-2.223638,-6.664110,-7.554228,6.537492,3.239118
10.073774,4.898542,-4.293415,0.646606,0.328036,-0.719661,3.780000,2.485127,2.379103,-2.178134,-2.225580,-6.639923,-7.575774,6.513764,3.304562
10.073986,4.894290,-4.261381,0.644183,0.334502,-0.716380,3.790000,2.541439,2.451031,-2.212790,-2.231031,-6.615175,-7.597674,6.489486,3.369770
10.074201,4.889736,-4.228743,0.641704,0.340944,-0.713035,3.800000,2.597967,2.682971,-2.246775,-2.152895,-6.589864,-7.619922,6.464657,3.434738
10.074419,4.884869,-4.195509,0.639171,0.347361,-0.709626,3.810000,2.654711,2.725651,-2.280074,-2.228955,-6.563988,-7.642511,6.439273,3.499461
10.074641,4.879675,-4.161682,0.636582,0.353753,-0.706152,3.820000,2.711668,2.614723,-2.312675,-2.211216,-6.537546,-7.665434,6.413332,3.563932
10.074866,4.874144,-4.127270,0.633937,0.360119,-0.702615,3.830000,2.768838,2.823894,-2.344564,-2.472050,-6.510533,-7.688685,6.386833,3.628146
10.075093,4.868262,-4.092279,0.631237,0.366458,-0.699014,3.840000,2.826217,3.071565,-2.375728,-2.337025,-6.482949,-7.712255,6.359773,3.692098
10.075324,4.862016,-4.056714,0.628481,0.372770,-0.695349,3.850000,2.883802,2.756151,-2.406155,-2.382814,-6.454792,-7.736137,6.332151,3.755782
10.075558,4.855394,-4.020584,0.625669,0.379055,-0.691621,3.860000,2.941591,2.714451,-2.435830,-2.388920,-6.426058,-7.760325,6.303963,3.819192
10.075795,4.848382,-3.983895,0.622800,0.385312,-0.687831,3.870000,2.999579,3.108361,-2.464742,-2.728736,-6.396746,-7.784811,6.275208,3.882323
10.076034,4.840969,-3.946655,0.619875,0.391540,-0.683978,3.880000,3.057764,2.740449,-2.492877,-2.445365,-6.366854,-7.809586,6.245884,3.945168
10.076276,4.833140,-3.908871,0.616893,0.397739,-0.680062,3.890000,3.116140,3.045881,-2.520223,-2.611011,-6.336380,-7.834643,6.215989,4.007724
10.076521,4.824883,-3.870552,0.613855,0.403907,-0.676085,3.900000,3.174702,3.288895,-2.546767,-2.597057,-6.305322,-7.859974,6.185521,4.069982
10.076768,4.816184,-3.831705,0.610759,0.410046,-0.672046,3.910000,3.233447,3.254393,-2.572497,-2.401161,-6.273677,-7.885571,6.154478,4.131939
10.077018,4.807030,-3.792340,0.607606,0.416154,-0.667945,3.920000,3.292369,3.141187,-2.597400,-2.698923,-6.241445,-7.911426,6.122858,4.193588
10.077270,4.797409,-3.752465,0.604396,0.422230,-0.663784,3.930000,3.351461,3.463299,-2.621465,-2.550284,-6.208623,-7.937530,6.090659,4.254923
10.077525,4.787306,-3.712089,0.601128,0.428274,-0.659562,3.940000,3.410718,3.032884,-2.644679,-2.619808,-6.175209,-7.963875,6.057880,4.315938
10.077781,4.776709,-3.671223,0.597802,0.434285,-0.655279,3.950000,3.470133,3.382687,-2.667031,-2.548343,-6.141202,-7.990452,6.024519,4.376629
10.078040,4.765604,-3.629876,0.594419,0.440263,-0.650936,3.960000,3.529699,3.739363,-2.688509,-2.732983,-6.106599,-8.017253,5.990574,4.436988
10.078301,4.753977,-3.588058,0.590977,0.446207,-0.646533,3.970000,3.589410,3.659580,-2.709102,-2.522934,-6.071400,-8.044268,5.956044,4.497010
10.078564,4.741816,-3.545780,0.587477,0.452117,-0.642071,3.980000,3.649257,3.562928,-2.728798,-2.613109,-6.035603,-8.071490,5.920927,4.556689
10.078829,4.729108,-3.503052,0.583919,0.457992,-0.637550,3.990000,3.709232,3.643312,-2.747587,-2.733790,-5.999207,-8.098908,5.885222,4.616020
10.079095,4.715839,-3.459887,0.580303,0.463831,-0.632970,4.000000,3.769328,3.613236,-2.765457,-2.831015,-5.962210,-8.126514,5.848928,4.674996
10.079364,4.701996,-3.416295,0.576628,0.469634,-0.628332,4.010000,3.829535,4.175916,-2.782398,-2.869569,-5.924610,-8.154298,5.812042,4.733611
10.079634,4.687565,-3.372289,0.572894,0.475400,-0.623636,4.020000,3.889844,3.650685,-2.798399,-2.777460,-5.886407,-8.182251,5.774565,4.791860
10.079905,4.672535,-3.327881,0.569102,0.481129,-0.618882,4.030000,3.950245,4.335599,-2.813451,-3.043783,-5.847600,-8.210363,5.736495,4.849736
10.080178,4.656892,-3.283084,0.565251,0.486820,-0.614070,4.040000,4.010729,4.027518,-2.827542,-3.077329,-5.808187,-8.238626,5.697831,4.907234
10.080452,4.640623,-3.237910,0.561341,0.492473,-0.609202,4.050000,4.071285,4.584411,-2.840665,-2.734643,-5.768168,-8.267028,5.658573,4.964347
10.080728,4.623716,-3.192373,0.557372,0.498086,-0.604277,4.060000,4.131903,3.950396,-2.852809,-3.035449,-5.727542,-8.295561,5.618719,5.021070
10.081004,4.606158,-3.146487,0.553344,0.503660,-0.599296,4.070000,4.192572,3.950292,-2.863965,-2.819406,-5.686308,-8.324215,5.578268,5.077397
10.081282,4.587937,-3.100266,0.549258,0.509193,-0.594260,4.080000,4.253280,4.457826,-2.874124,-2.805078,-5.644466,-8.352979,5.537221,5.133321
10.081561,4.569041,-3.053724,0.545112,0.514686,-0.589168,4.090000,4.314016,4.167796,-2.883278,-2.870288,-5.602015,-8.381843,5.495576,5.188836
10.081840,4.549457,-3.006876,0.540907,0.520137,-0.584021,4.100000,4.374767,4.117416,-2.891418,-2.975721,-5.558955,-8.410798,5.453335,5.243937
10.082120,4.529174,-2.959737,0.536643,0.525546,-0.578820,4.110000,4.435520,4.211098,-2.898536,-3.106809,-5.515285,-8.439833,5.410495,5.298618
10.082401,4.508179,-2.912323,0.532319,0.530912,-0.573564,4.120000,4.496264,4.537987,-2.904625,-2.872247,-5.471007,-8.468938,5.367057,5.352872
10.082683,4.486463,-2.864649,0.527937,0.536236,-0.568255,4.130000,4.556985,4.945551,-2.909678,-2.952883,-5.426119,-8.498101,5.323022,5.406694
10.082965,4.464013,-2.816733,0.523496,0.541515,-0.562893,4.140000,4.617669,5.032766,-2.913687,-2.976606,-5.380621,-8.527314,5.278390,5.460076
10.083247,4.440819,-2.768589,0.518995,0.546750,-0.557478,4.150000,4.678302,4.904710,-2.916646,-3.068558,-5.334515,-8.556566,5.233160,5.513015
10.083529,4.416869,-2.720236,0.514436,0.551940,-0.552010,4.160000,4.738870,4.459908,-2.918548,-2.854429,-5.287801,-8.585845,5.187333,5.565502
10.083812,4.392154,-2.671691,0.509818,0.557084,-0.546491,4.170000,4.799359,5.060532,-2.919388,-2.763992,-5.240479,-8.615141,5.140910,5.617533
10.084095,4.366664,-2.622971,0.505141,0.562182,-0.540920,4.180000,4.859754,4.536283,-2.919160,-2.913260,-5.192550,-8.644443,5.093891,5.669101
10.084377,4.340388,-2.574093,0.500406,0.567234,-0.535298,4.190000,4.920040,4.960337,-2.917859,-2.688282,-5.144015,-8.673741,5.046278,5.720200
10.084660,4.313317,-2.525078,0.495611,0.572238,-0.529626,4.200000,4.980200,5.295997,-2.915480,-2.744949,-5.094874,-8.703024,4.998072,5.770825
10.084942,4.285442,-2.475942,0.490759,0.577194,-0.523903,4.210000,5.040220,5.345387,-2.912019,-2.965164,-5.045130,-8.732280,4.949273,5.820968
10.085224,4.256755,-2.426705,0.485848,0.582102,-0.518131,4.220000,5.100083,4.970537,-2.907472,-2.866123,-4.994784,-8.761500,4.899883,5.870625
10.085505,4.227246,-2.377385,0.480879,0.586960,-0.512310,4.230000,5.159773,5.326565,-2.901835,-2.990841,-4.943837,-8.790671,4.849904,5.919789
10.085786,4.196907,-2.328004,0.475852,0.591769,-0.506441,4.240000,5.219273,5.224735,-2.895105,-2.883573,-4.892290,-8.819783,4.799337,5.968454
10.086066,4.165732,-2.278580,0.470767,0.596527,-0.500523,4.250000,5.278567,4.983784,-2.887280,-2.718280,-4.840147,-8.848825,4.748184,6.016615
10.086346,4.133713,-2.229133,0.465624,0.601235,-0.494558,4.260000,5.337636,5.494806,-2.878357,-2.990725,-4.787408,-8.877786,4.696447,6.064265
10.086624,4.100842,-2.179684,0.460424,0.605891,-0.488545,4.270000,5.396465,5.291787,-2.868335,-2.756271,-4.734076,-8.906655,4.644129,6.111398
10.086901,4.067114,-2.130254,0.455168,0.610496,-0.482487,4.280000,5.455034,5.707350,-2.857213,-2.897791,-4.680153,-8.935421,4.591231,6.158008
10.087178,4.032522,-2.080863,0.449854,0.615047,-0.476382,4.290000,5.513327,5.845411,-2.844989,-2.775586,-4.625643,-8.964072,4.537756,6.204090
10.087453,3.997061,-2.031533,0.444484,0.619546,-0.470231,4.300000,5.571325,5.421493,-2.831663,-2.857436,-4.570547,-8.992597,4.483707,6.249638
10.087726,3.960727,-1.982285,0.439057,0.623991,-0.464036,4.310000,5.629010,5.145551,-2.817236,-2.949024,-4.514869,-9.020986,4.429086,6.294646
10.087999,3.923513,-1.933140,0.433574,0.628381,-0.457796,4.320000,5.686363,5.497990,-2.801708,-2.733882,-4.458612,-9.049226,4.373898,6.339108
10.088269,3.885417,-1.884121,0.428036,0.632717,-0.451512,4.330000,5.743366,5.636716,-2.785080,-2.811029,-4.401779,-9.077308,4.318145,6.383018
10.088538,3.846434,-1.835249,0.422443,0.636997,-0.445185,4.340000,5.800000,5.633573,-2.767354,-2.672201,-4.344373,-9.105220,4.261830,6.426371
10.088806,3.806562,-1.786547,0.416794,0.641222,-0.438815,4.350000,5.856246,5.694693,-2.748532,-2.598818,-4.286399,-9.132950,4.204957,6.469161
10.089071,3.765798,-1.738037,0.411091,0.645390,-0.432403,4.360000,5.912085,6.074783,-2.728617,-2.757010,-4.227860,-9.160489,4.147531,6.511382
10.089334,3.724141,-1.689742,0.405334,0.649501,-0.425949,4.370000,5.967497,6.151299,-2.707612,-2.865448,-4.168760,-9.187824,4.089554,6.553028
10.089596,3.681588,-1.641684,0.399524,0.653554,-0.419454,4.380000,6.022463,5.850847,-2.685521,-2.585033,-4.109104,-9.214945,4.031031,6.594095
10.089855,3.638138,-1.593886,0.393659,0.657549,-0.412918,4.390000,6.076964,6.072354,-2.662348,-2.603317,-4.048896,-9.241840,3.971967,6.634575
10.090112,3.593792,-1.546372,0.387743,0.661486,-0.406343,4.400000,6.130980,6.053595,-2.638098,-2.678001,-3.988141,-9.268500,3.912366,6.674465
10.090366,3.548550,-1.499164,0.381773,0.665363,-0.399728,4.410000,6.184492,6.380213,-2.612777,-2.541459,-3.926843,-9.294912,3.852233,6.713758
10.090618,3.502413,-1.452286,0.375752,0.669181,-0.393074,4.420000,6.237480,5.824612,-2.586390,-2.610002,-3.865009,-9.321067,3.791573,6.752449
10.090868,3.455381,-1.405760,0.369680,0.672938,-0.386382,4.430000,6.289924,6.191415,-2.558944,-2.630482,-3.802642,-9.346953,3.730392,6.790533
10.091115,3.407458,-1.359611,0.363557,0.676635,-0.379653,4.440000,6.341804,6.768570,-2.530445,-2.399815,-3.739748,-9.372560,3.668693,6.828003
10.091359,3.358645,-1.313861,0.357383,0.680271,-0.372887,4.450000,6.393101,5.784691,-2.500903,-2.613871,-3.676334,-9.397877,3.606484,6.864856
10.091600,3.308946,-1.268533,0.351160,0.683845,-0.366084,4.460000,6.443795,6.122585,-2.470323,-2.325568,-3.612405,-9.422893,3.543769,6.901086
10.091838,3.258365,-1.223652,0.344888,0.687356,-0.359245,4.470000,6.493866,6.661690,-2.438717,-2.462312,-3.547966,-9.447599,3.480555,6.936687
10.092072,3.206906,-1.179239,0.338568,0.690805,-0.352372,4.480000,6.543294,6.331693,-2.406092,-2.525354,-3.483026,-9.471983,3.416848,6.971655
10.092304,3.154574,-1.135320,0.332199,0.694191,-0.345464,4.490000,6.592060,6.453693,-2.372458,-2.352453,-3.417588,-9.496036,3.352654,7.005984
10.092532,3.101376,-1.091916,0.325783,0.697513,-0.338522,4.500000,6.640145,6.664379,-2.337827,-2.173908,-3.351662,-9.519747,3.287980,7.039670
10.092757,3.047317,-1.049051,0.319321,0.700771,-0.331547,4.510000,6.687528,7.432313,-2.302209,-2.400840,-3.285253,-9.543106,3.222833,7.072708
10.092979,2.992405,-1.006749,0.312813,0.703964,-0.324539,4.520000,6.734191,6.576034,-2.265615,-2.215586,-3.218368,-9.566103,3.157219,7.105092
10.093197,2.936647,-0.965031,0.306260,0.707092,-0.317499,4.530000,6.780113,6.724144,-2.228057,-2.304913,-3.151015,-9.588729,3.091146,7.136818
10.093411,2.880052,-0.923921,0.299663,0.710155,-0.310429,4.540000,6.825277,7.014579,-2.189549,-2.128265,-3.083201,-9.610974,3.024620,7.167882
10.093622,2.822628,-0.883441,0.293022,0.713151,-0.303327,4.550000,6.869662,6.963623,-2.150104,-2.284547,-3.014934,-9.632828,2.957650,7.198278
10.093828,2.764384,-0.843614,0.286338,0.716081,-0.296195,4.560000,6.913251,7.191068,-2.109734,-2.239334,-2.946221,-9.654281,2.890243,7.228003
10.094031,2.705332,-0.804462,0.279612,0.718945,-0.289035,4.570000,6.956024,6.498406,-2.068456,-2.071313,-2.877072,-9.675325,2.822407,7.257051
10.094229,2.645483,-0.766008,0.272844,0.721741,-0.281845,4.580000,6.997964,6.881711,-2.026282,-1.854163,-2.807493,-9.695950,2.754151,7.285418
10.094424,2.584846,-0.728272,0.266036,0.724469,-0.274628,4.590000,7.039051,7.926142,-1.983230,-2.024079,-2.737494,-9.716147,2.685481,7.313100
10.094614,2.523435,-0.691277,0.259188,0.727130,-0.267383,4.600000,7.079268,6.797664,-1.939315,-2.061025,-2.667082,-9.735908,2.616408,7.340094
10.094800,2.461262,-0.655043,0.252302,0.729722,-0.260112,4.610000,7.118597,7.168966,-1.894552,-1.876530,-2.596267,-9.755223,2.546938,7.366393
10.094982,2.398341,-0.619593,0.245378,0.732245,-0.252815,4.620000,7.157021,6.800594,-1.848960,-1.818307,-2.525058,-9.774085,2.477082,7.391996
10.095159,2.334686,-0.584945,0.238416,0.734698,-0.245492,4.630000,7.194522,7.417609,-1.802556,-1.952362,-2.453464,-9.792484,2.406848,7.416897
10.095331,2.270310,-0.551122,0.231418,0.737083,-0.238145,4.640000,7.231084,7.168594,-1.755358,-1.702152,-2.381494,-9.810413,2.336246,7.441092
10.095499,2.205230,-0.518141,0.224385,0.739397,-0.230774,4.650000,7.266690,7.395883,-1.707384,-1.628987,-2.309158,-9.827863,2.265284,7.464579
10.095663,2.139461,-0.486025,0.217318,0.741641,-0.223380,4.660000,7.301324,6.838170,-1.658653,-1.768638,-2.236464,-9.844828,2.193972,7.487353
10.095821,2.073018,-0.454790,0.210218,0.743814,-0.215964,4.670000,7.334969,6.997230,-1.609185,-1.606145,-2.163424,-9.861298,2.122319,7.509411
10.095975,2.005920,-0.424456,0.203085,0.745916,-0.208526,4.680000,7.367611,7.284511,-1.559000,-1.476940,-2.090047,-9.877267,2.050336,7.530748
10.096124,1.938184,-0.395042,0.195920,0.747947,-0.201067,4.690000,7.399234,7.569125,-1.508118,-1.388202,-2.016343,-9.892728,1.978033,7.551363
10.096268,1.869827,-0.366565,0.188725,0.749906,-0.193587,4.700000,7.429824,7.284185,-1.456560,-1.430710,-1.942323,-9.907674,1.905419,7.571251
10.096406,1.800867,-0.339043,0.181501,0.751793,-0.186088,4.710000,7.459365,7.147397,-1.404347,-1.419016,-1.867997,-9.922097,1.832505,7.590410
10.096540,1.731325,-0.312492,0.174248,0.753608,-0.178570,4.720000,7.487845,7.725982,-1.351502,-1.335351,-1.793375,-9.935992,1.759301,7.608836
10.096669,1.661220,-0.286929,0.166968,0.755351,-0.171034,4.730000,7.515249,7.658450,-1.298046,-1.383585,-1.718468,-9.949351,1.685817,7.626526
10.096792,1.590571,-0.262369,0.159661,0.757020,-0.163481,4.740000,7.541565,7.568806,-1.244002,-1.329233,-1.643287,-9.962169,1.612065,7.643477
10.096910,1.519399,-0.238828,0.152329,0.758617,-0.155910,4.750000,7.566780,7.134861,-1.189393,-1.281939,-1.567843,-9.974440,1.538054,7.659688
10.097023,1.447725,-0.216321,0.144973,0.760140,-0.148324,4.760000,7.590882,7.690952,-1.134242,-1.057613,-1.492148,-9.986159,1.463797,7.675154
10.097130,1.375570,-0.194862,0.137594,0.761590,-0.140723,4.770000,7.613858,7.214405,-1.078573,-1.126948,-1.416212,-9.997319,1.389304,7.689874
10.097232,1.302957,-0.174464,0.130193,0.762966,-0.133107,4.780000,7.635699,7.283668,-1.022410,-0.984966,-1.340046,-10.007916,1.314586,7.703844
10.097329,1.229908,-0.155141,0.122770,0.764268,-0.125477,4.790000,7.656393,6.925952,-0.965777,-0.969512,-1.263663,-10.017944,1.239654,7.717064
10.097420,1.156444,-0.136903,0.115328,0.765496,-0.117835,4.800000,7.675930,7.884909,-0.908700,-0.951217,-1.187074,-10.027400,1.164519,7.729530
10.097505,1.082590,-0.119764,0.107868,0.766649,-0.110180,4.810000,7.694301,7.470042,-0.851202,-0.831039,-1.110290,-10.036278,1.089194,7.741241
10.097585,1.008368,-0.103735,0.100389,0.767728,-0.102513,4.820000,7.711496,7.517488,-0.793311,-0.802820,-1.033323,-10.044574,1.013690,7.752194
10.097659,0.933803,-0.088824,0.092895,0.768731,-0.094836,4.830000,7.727507,7.594496,-0.735050,-0.717308,-0.956186,-10.052285,0.938018,7.762388
10.097728,0.858918,-0.075044,0.085385,0.769660,-0.087149,4.840000,7.742327,7.603203,-0.676446,-0.709541,-0.878889,-10.059406,0.862190,7.771821
10.097791,0.783738,-0.062401,0.077860,0.770514,-0.079452,4.850000,7.755947,8.000117,-0.617525,-0.586885,-0.801445,-10.065936,0.786218,7.780491
10.097848,0.708287,-0.050905,0.070323,0.771293,-0.071747,4.860000,7.768360,7.506067,-0.558313,-0.542530,-0.723867,-10.071869,0.710114,7.788398
10.097899,0.632590,-0.040563,0.062774,0.771996,-0.064034,4.870000,7.779562,7.405481,-0.498838,-0.485671,-0.646166,-10.077204,0.633889,7.795538
10.097944,0.556672,-0.031382,0.055215,0.772624,-0.056314,4.880000,7.789545,7.999287,-0.439124,-0.443008,-0.568354,-10.081937,0.557556,7.801912
10.097984,0.480558,-0.023368,0.047646,0.773176,-0.048588,4.890000,7.798305,7.679868,-0.379200,-0.407173,-0.490445,-10.086067,0.481126,7.807519
10.098018,0.404275,-0.016526,0.040069,0.773652,-0.040856,4.900000,7.805837,7.660755,-0.319092,-0.305362,-0.412449,-10.089591,0.404613,7.812356
10.098046,0.327847,-0.010862,0.032484,0.774053,-0.033119,4.910000,7.812138,8.352234,-0.258828,-0.248212,-0.334380,-10.092508,0.328027,7.816424
10.098068,0.251300,-0.006379,0.024894,0.774378,-0.025379,4.920000,7.817203,8.005647,-0.198434,-0.202005,-0.256250,-10.094817,0.251381,7.819721
10.098085,0.174661,-0.003080,0.017299,0.774627,-0.017635,4.930000,7.821032,8.535281,-0.137939,-0.131483,-0.178071,-10.096515,0.174688,7.822248
10.098095,0.097955,-0.000969,0.009701,0.774800,-0.009889,4.940000,7.823620,7.629867,-0.077369,-0.086227,-0.099857,-10.097601,0.097959,7.824003
10.098100,0.021207,-0.000045,0.002100,0.774897,-0.002141,4.950000,7.824968,7.527761,-0.016752,-0.017478,-0.021618,-10.098077,0.021208,7.824986
10.098098,-0.055554,-0.000312,-0.005502,0.774918,0.005608,4.960000,7.825074,7.877775,0.043885,0.042043,0.056631,-10.097940,0.055555,7.825197
10.098091,-0.132305,-0.001767,-0.013103,0.774863,0.013357,4.970000,7.823938,7.516860,0.104513,0.102255,0.134879,-10.097190,0.132317,7.824636
10.098078,-0.209018,-0.004412,-0.020703,0.774732,0.021106,4.980000,7.821560,8.195599,0.165106,0.171982,0.213114,-10.095829,0.209065,7.823303
10.098059,-0.285668,-0.008245,-0.028301,0.774525,0.028853,4.990000,7.817942,7.888279,0.225636,0.221010,0.291322,-10.093856,0.285786,7.821197
10.098034,-0.362228,-0.013263,-0.035895,0.774242,0.036599,5.000000,7.813085,7.800956,0.286075,0.279803,0.369491,-10.091272,0.362470,7.818320
10.098004,-0.438672,-0.019464,-0.043484,0.773883,0.044341,5.010000,7.806991,7.271308,0.346396,0.339284,0.447608,-10.088078,0.439104,7.814672
10.097967,-0.514975,-0.026844,-0.051067,0.773448,0.052080,5.020000,7.799663,7.644814,0.406572,0.415169,0.525662,-10.084276,0.515674,7.810252
10.097925,-0.591111,-0.035399,-0.058643,0.772937,0.059814,5.030000,7.791105,7.737410,0.466576,0.497672,0.603640,-10.079866,0.592170,7.805063
10.097876,-0.667055,-0.045124,-0.066210,0.772351,0.067544,5.040000,7.781320,7.150652,0.526379,0.500523,0.681529,-10.074851,0.668580,7.799104
10.097822,-0.742781,-0.056013,-0.073767,0.771689,0.075267,5.050000,7.770314,7.779337,0.585956,0.611894,0.759317,-10.069233,0.744890,7.792376
10.097762,-0.818263,-0.068059,-0.081314,0.770951,0.082984,5.060000,7.758092,6.303776,0.645280,0.684788,0.836991,-10.063014,0.821089,7.784881
10.097697,-0.893477,-0.081256,-0.088848,0.770138,0.090694,5.070000,7.744659,7.935657,0.704323,0.694670,0.914541,-10.056197,0.897165,7.776620
